apartmentid,name,address,city,state,zip,website
26967,The Estates at Cougar Mountain,2128 NW Shy Bear Way,Issaquah,WA,98027,http://www.estatesatcougarmountain.com/
21589,Honeyman Hardware Lofts,555 NW Park Ave,Portland,OR,97209,http://www.honeymanhardwarelofts.com/
13942,Iron Horse Flats,1930 W Rundberg Ln,Austin,TX,78758,https://ironhorseflats.com/
14907,Boca Winds,530 NE 47th St,Boca Raton,FL,33431,https://www.aspensquare.com/apartments/florida/boca-raton/boca-winds?utm_source=google&utm_medium=referral
93778,Carraway Village,600 Carraway Crossing,Chapel Hill,NC,27516,https://www.livecarrawayvillage.com/
42981,Alexander Pointe,2121 Burwick Ave,Orange Park,FL,32073,https://www.livealexanderpointefl.com/
9741,West Gate,4003 N Belt Line Rd,Irving,TX,75038,https://www.westgateirving.com
61136,Mansions At Timberland,11401 N Riverside Dr,Fort Worth,TX,76244,http://www.mansionsattimberland.com/
38153,Magnolia Trace,5445 Provine Pl,Alexandria,LA,71303,http://www.liveatmagnoliatrace.com/
32794,The Majestic,1155 Museum Blvd,Vernon Hills,IL,60061,https://majesticvernonhills.com/
234940,1010 On the Rhine,1010 Walnut St,Cincinnati,OH,45202,http://1010ontherhine.com
118780,The Lofts Hillside at Little Creek I,1315 Creekshire Way,Winston-Salem,NC,27103,https://www.loftsatlittlecreek.com/
12906,Indigo,11501 Braesview,San Antonio,TX,78213,www.indigosanantonio.com
45791,Signature Place,101 Signature Way,Hampton,VA,23666,www.signatureplaceva.com
253966,Aventura at Maryland Oaks,2100 E Aventura Way,St Louis,MO,63146,https://www.avmarylandoaks.com/
38398,The Monterey by Windsor,3930 McKinney Ave,Dallas,TX,75204,www.themontereybywindsor.com
34909,Polo Downs,1135 London Cir Ln,Fenton,MO,63026,http://www.polodowns.com/
26278,The Park at Morella,4300 Flat Shoals Rd,Union City,GA,30291,www.theparkatmorella.com
255500,Poudre Trails I,3004 West A Street,Greeley,CO,80631,https://poudretrailsapartments.com/floor-plans/
18684,Le Mirage,9777 N Thornydale Rd,Tucson,AZ,85742,https://lemirageapts.managebuilding.com/Resident/public/home
34305,Beach Creek,12221 Beach Blvd,Garden Grove,CA,92841,www.beachcreekresort.com
281911,Laurel Glen,1401 E 24th St,Lawrence,KS,66046,https://www.liveatlaurelglen.com/
6477,Harbour Pointe,4501 71st St W,Bradenton,FL,34210,http://www.gscapts.com/apartments/Bradenton_FL/zip_34210/gsc/15388
76528,Woodbury Heights,4333 Fieldcrest Dr,Sioux City,IA,51103,http://www.woodburyheightsia.com/
27595,Positano,10115 Jeffreys St,Las Vegas,NV,89183,http://lasvegasliving.com/community/positano
262964,The Bellagio,1384 Empire Blvd,Rochester,NY,14609,https://www.bellagio1384.com/
4709,1020 at Winter Springs,1020 Chatham Pines,Winter Springs,FL,32708,https://www.1020atwinterspringsfl.com/
70913,Zachary Park,3601 NE 162nd Ave,Portland,OR,97230,https://www.zacharyparkprinceton.com/
65069,Olympic by Windsor,936 S Olive St,Los Angeles,CA,90015,https://www.olympicbywindsor.com/index.aspx
7679,Champions Park,13050 Champions Park Dr,Houston,TX,77069,https://championsparkhomes.com/#
35971,Grand Palms Apartments,2931 Barker Cypress Rd,Houston,TX,77084,https://www.grandpalms.com/
77558,Arrivé Seattle,2116 4th Ave,Seattle,WA,98121,http://arriveseattle.com/
47710,Adley at 72nd,1214 Applewood Dr,Papillion,NE,68046,https://www.aspensquare.com/apartments/nebraska/papillion/adley-72nd
12967,Luxor Gardens,1201 Heeney Ave,Johnstown,PA,15904,https://www.luxorgardens.com/
33596,The Park at Sorrento,3400 Shady Hill Dr,Baytown,TX,77521,https://theparkatsorrentoapts.com/
299665,Turner Pointe,100 Turner Pointe Rd,Powdersville,SC,29642,https://turnerpointesc.com/
7759,Champions Centre,13222 Champions Centre Dr,Houston,TX,77069,https://www.championscentrehomes.com/
24098,Windsor Coral Springs,6150 Wiles Rd,Coral Springs,FL,33067,https://www.windsorcoralsprings.com/
64088,The Aldyn,60 Riverside Blvd,New York,NY,10069,www.thealdynnyc.com
263187,Van De Vyver,701 N 1st St,Richmond,VA,23219,https://vandevyver.enterpriseresidential.org/
73916,Riverbank Apartments,4433 Continental Way,Stockton,CA,95207,https://www.riverbankapartments.com/
4079,The View at Waters Edge,6175 Reflections Blvd,Lantana,FL,33462,https://www.aspensquare.com/apartments/florida/lantana/the-view-at-waters-edge?utm_source=google&utm_medium=referral
53928,North Star Lodge,6614 N Cedar St,Spokane,WA,99208,www.nstarlodge.net/
10179,Marion,9750 Forest Ln,Dallas,TX,75243,https://www.livethemarion.com/#hero
57142,Metro 303,303 Main St,Hempstead,NY,11550,https://www.metro303.com/
10298,Jaxon,2502 Burney Oaks Ln,Arlington,TX,76006,https://www.jaxonliving.com/
293112,Riverview,111 Hancock Rd,Peterborough,NH,3458,https://keystonemanagement.com/peterborough-new-hampshire-apartments/riverview-apartments/
1084,Black Hawk,3010 Simcoe Dr,Fort Wayne,IN,46815,https://www.theblackhawkapartments.com/
30796,Eden Prairie Apartments,303 L W Besinger Dr,Carpentersville,IL,60110,https://www.aptsedenprairie.com/
17886,The Park at Torino,2035 Philippe Pkwy,Safety Harbor,FL,34695,https://theparkattorino.com/
1721,Hidden Valley Club,600 Hidden Valley Club Dr,Ann Arbor,MI,48104,https://www.hvca2.com/
27360,Aspen Court,1641 N Kadota Ave,Casa Grande,AZ,85122,www.aspencourtapartmenthomes.com
16076,San Lagos at Arrowhead Highlands,5901 W Behrend Dr,Glendale,AZ,85308,https://www.mark-taylor.com/apartments/az/glendale/san-lagos/
50054,Cypress,585 Ellsworth St,Bridgeport,CT,6605,https://www.hubrealty.com/cypress-apartments
57947,The Catherine,214 Barton Springs Rd,Austin,TX,78704,www.thecatherineaustin.com
235473,Rooftop 252,252 Marie Ave E,West St Paul,MN,55118,http://www.rooftop252.com/
119450,Cielo at Tramonto,35035 N Vly Pkwy,Phoenix,AZ,85086,https://www.cieloattramonto.com/
220976,The Summit at Rivery Park I,1400 Rivery Blvd,Georgetown,TX,78628,http://riveryparkapts.com/
14934,Country Manor,59 S Westfield St,Feeding Hills,MA,1030,https://www.aspensquare.com/apartments/massachusetts/feeding-hills/country-manor
246152,Oxford at Lake View,3300 S Garrison Rd,Corinth,TX,76210,http://www.oxfordlakeview.com/
3902,Pelham Apartments,260 Pelham Rd,Greenville,SC,29615,https://pelhamgreenville.com/home
65677,The Vue at Creve Coeur,1001 Old Olive Wy,Creve Coeur,MO,63141,http://www.cthevue.com/
68716,The Harrison Collection 330 Angelo Cifelli,330 Angelo Cifelli Dr,Harrison,NJ,7029,https://ironstate.com/property/330-angelo-cifelli/
16377,Westshore,4601 W Gray St,Tampa,FL,33609,www.westshoretampabay.com/
22382,4418 Spruce Street,4418 Spruce St,Philadelphia,PA,19104,https://www.livecampusapts.com/property/4418-spruce-street/?search-parameters=1&start_date=0&end_date=9999999999&price_min=0&price_max=10000
29755,Dunes,11425 McCormick Rd,Jacksonville,FL,32225,https://www.thedunesjax.com/index.php
13925,Sterling Glen,1121 Indian Trail Lilburn Rd NW,Norcross,GA,30093,http://www.sterlingglenapthomes.com/
238157,Morningside Atlanta by Windsor II,1845 Piedmont Ave NE,Atlanta,GA,30324,https://www.morningsidebywindsor.com
269664,The Pinnacle at Stone Creek Falls,2269 Stone Falls Rd,Republic,MO,65619,https://www.stonecreekfalls.com/apartments/mo/brookline/the-pinnacle#/
17369,Windsor at Midtown,222 14th St NE,Atlanta,GA,30309,https://www.windsoratmidtown.com/
24049,River Bluff of Lexington,300 Palmetto Park Blvd,Lexington,SC,29072,https://www.aspensquare.com/apartments/south-carolina/lexington/river-bluff-of-lexington?utm_source=google&utm_medium=referral
16940,Clearwater Creek,4000 E Renner Rd,Richardson,TX,75082,www.clearwatercreekapartments.com
48514,The Avenue,300 Chapel Ridge Dr,Cabot,AR,72023,https://www.aspensquare.com/apartments/arkansas/cabot/the-avenue
69928,The Azlee,3480 S 300 E,Salt Lake City,UT,84115,https://www.theazleeapartments.com/
254122,Avril Cambridge Village,1332 Holly Rush Lane,Denver,NC,28037,https://www.pedcorliving.com/apartments/avril-cambridge-village
44036,Ascot Place,544 Gadsden Hwy,Birmingham,AL,35235,www.elandisascot.com
274983,6375 Broadway,6375 Broadway,Bronx,NY,10471,https://drsrents.com/6375-broadway-bronx/
236195,Walnut Crossing,3300 Union Deposit Rd,Harrisburg,PA,17109,https://parkrunmgt.com/listing/walnut-crossing/#
29154,Cardinal Hill,420 River Rd,Chatham,NJ,7928,https://jcmliving.com/apartment-rentals/nj/chatham/cardinal-hill/
60985,Greenwood Village,114 Washington Ct,Hamilton Township,NJ,8629,https://www.corsamanagement.com/properties/greenwood-village-apartments/
37805,The Gentry's Landing,400 N 4th St,St. Louis,MO,63102,http://www.gentryslanding.com/
118979,Eve East Village,433 E 13th St,New York,NY,10009,https://eve.nyc
2198,Lincoln Green,4000 Presidential Blvd,Philadelphia,PA,19131,www.lincolngreenapartments.com
68765,Continuum,55-57 Bank St,White Plains,NY,10606,https://www.continuumwhiteplains.com/
14198,The Heights by Marston Lake,7929 W Mansfield Pkwy,Lakewood,CO,80235,https://heightsbymarstonlakeapts.com/
256584,The Station at Millrace,77 W 500 S,Provo,UT,84601,https://thestationatmillrace.com/
281149,Irondale at Wharton,47 Kossuth St,Wharton,NJ,7885,http://irondaleatwharton.com/
254556,Park Place,305 W Jack Finney Blvd,Greenville,TX,75402,https://www.parkplacegreenville.com/
263573,Village at Camelback Park,11200 W Camelback Rd,Phoenix,AZ,85037,https://www.villageatcamelbackpark.com/
245993,Alberta Square,450 Alberta Dr,Buffalo,NY,14226,https://www.glendalecommunities.com/property/alberta-square/
58546,Lake Park Estates,1265 Pershing Rd,De Pere,WI,54115,https://wright-weber.com/property/LakePark
78937,River Breeze South,11315 Breeze Cir,Louisville,KY,40272,https://richardsonproperty.wixsite.com/richardsonproperties/river-breeze-south-apts
301762,Buffalo Ridge,701 W Founders Pkwy,Andover,KS,67002,https://buffaloridgeandover.com/
28951,Sonoma Valley,975 S Royal Palm Rd,Apache Junction,AZ,85119,https://www.sonomavalleyapartments.com/
51143,Lauderdale Hollows,1622 Carl St,Lauderdale,MN,55108,https://mgmmgmt.net/property-details/?pid=136
14943,Estates at Eagle's Pointe,2002 Shaw Ave,Peru,IN,46970,https://eaglepointestates.com/#floor-plans
254982,Belle Vue,613 Geneva Dr,Mechanicsburg,PA,17055,https://www.thebellevueapts.com/
253383,Pullman Lofts,755 Wilson St,Santa Rosa,CA,95401,https://www.pullmansantarosa.com/
24360,Wildwood Manor Apartments,260 N Mathilda Ave,Sunnyvale,CA,94086,https://www.wildwoodmanorapts.com/
36175,Chocolate Works,231 N 3rd St,Philadelphia,PA,19106,https://chocolateworks-living.com/
291150,Carlson Place,7954 Jacks Way,Horace,ND,58047,https://www.prg.propertyresourcesgroup.com/carlson-place-apartments
70533,Vivid,219 1st Ave N,Seattle,WA,98109,www.vividqueenanne.com
236919,Reserve At Stone Port,2015 Reserve Cir,Harrisonburg,VA,22801,http://www.liveatstoneport.com/
282530,Lumos,1866 E 93rd St,Cleveland,OH,44106,https://thelumosapts.com/
275759,The Flats on Raymond,21 Raymond Ave,Poughkeepsie,NY,12603,https://arlingtonpok.com/the-flats-on-raymond/
27986,Center Park,1550 N Casa Grande Ave,Casa Grande,AZ,85122,www.centerparkapartments.com
261342,Elevate at 604 West,604 Colonial Dr,Fort Walton Beach,FL,32547,https://www.pedcorhomes.com/Apartments/Home/460
15049,Verandah at Lakepointe,8300 Farm to Market 1960 Rd E,Humble,TX,77346,https://verandahlake.com/
40523,Hudson Preserve,2600 Beryl Way,Watervliet,NY,12189,http://www.hudsonpreserve.com/
232972,The Dayton,150 S Broad St,Ridgewood,NJ,7450,https://www.gardencommunities.com/Properties/NJ/Bergen/The-Dayton.aspx#overview
231355,Murphy Varnish Lofts,225-239 McWhorter St,Newark,NJ,7105,https://murphyvarnishlofts.com/
30350,Stargate West Apartments,2651 W Broadway Blvd,Tucson,AZ,85745,www.stargatewest.com/
299847,Mirabella,4224 N McColl Rd,McAllen,TX,78504,https://www.mirabellamcallen.com/
37798,Covington Place,1247 Covington Manor Ln,St Louis,MO,63125,http://www.covingtonplace.com/
55317,Woods at Latimer,800 S Clarizz Blvd,Bloomington,IN,47401,https://abodes.com/community/the-woods-at-latimer/
41328,Sunset Ridge Apartments,80 Eastern Ave,Manchester,NH,3104,https://redoakproperties.com/apartments/properties/sunset-ridge-apartments
29970,Delane Glen,1315 Delane Ave,Charlotte,NC,28211,https://www.lernerapartments.com/Delane-Glen-Apartments
12566,High Point Crossing,524 Richmond Hill Rd W,Augusta,GA,30906,https://www.highpointcrossingapts.com/index.php
266934,Liberty Grand,6650 Liberty Grand Blvd,Powell,OH,43065,https://www.libertygrandapts.com/
39093,Mark I Apartments,2501 W 7th St,Hattiesburg,MS,39401,http://hattiesburgmarkapartments.com/mark1/
1146,Signal Pointe Apartment Homes,2500 Howell Branch Rd,Winter Park,FL,32792,http://www.signalpointe.com/
35349,The Redland,18979 Redland Rd,San Antonio,TX,78259,www.livetheredland.com
19171,Sunbay,7001 Aloma Ave,Winter Park,FL,32792,http://www.sunbayapts-wp.com
37930,Autumn Oaks,1102 Autumn Creek Way,Manchester,MO,63088,www.autumnoaksapt.com
296741,Northfield,1825 Center St,Bethlehem,PA,18017,https://www.kriegmanandsmith.com/apartments/pa/bethlehem/northfield/
2382,Quincy Ridge,4404 S Hannibal Way,Aurora,CO,80015,https://quincyridgeapts.com/
261781,One University Drive South,348 Northampton Rd,Amherst,MA,1002,https://oneuds.com/
259386,Fairmount,585 Newark Ave,Elizabeth,NJ,7208,https://www.fairmount-towers.com/
231117,Monroe Village Apartments,3930 Monroeville Blvd,Monroeville,PA,15146,https://www.dbcliving.com/apartment/monroe-village-apartments/
229946,Cascade,3050 SW 37th Ave,Miami,FL,33133,https://www.cascadeatlink.com/
35347,717 Olympic,717 W Olympic Blvd,Los Angeles,CA,90015,https://www.717olympic.com/
280355,Town Center Apartments,4653 S Amherst Hwy,Madison Heights,VA,24572,https://www.mhtowncenter.com/
1713,Brook Lane,4475 W Dean Rd,Milwaukee,WI,53223,https://www.brooklaneapts.com/
40733,Country Club,8400 Country Club Way,Knoxville,TN,37923,https://www.smdproperty.com/resident-properties/country-club-apartments/
50746,Crawford Square,510 Protectory Pl,Pittsburgh,PA,15219,http://www.crawfordsquareapts.com
238708,Stratford Place,4835 E Patrick Rd,Midland,MI,48642,http://www.gldmanagement.com/stratford-place-apartments/
22104,The Oasis,5316 Danville Ln,Las Vegas,NV,89119,https://www.liveoasisapts.com/
52182,Woodside Village Apartments,21821 Woodruff Rd,Rockwood,MI,48173,http://www.woodsideapartments.net
34785,Pepper Tree,2701 Longmire Dr,College Station,TX,77845,http://adaraportal.yottareal.com/pages/HomePage.aspx?Id=55
15358,Mountain View,13135 Heacock St,Moreno Valley,CA,92553,http://www.mountainviewapartmenthomes.com/
50379,Millbrook Pointe,811 Deatsville Hwy,Millbrook,AL,36054,http://www.millbrookpointeapartments.com/
31565,Oak Grove,3625 S 1st St,Austin,TX,78704,https://www.spearheadproperties.com/property/oak-i/
46915,Barberton,605 Barberton Dr,Virginia Beach,VA,23451,https://www.barbertonapt.com/
119798,829 Garfield,829 Garfield Ave,Jersey City,NJ,7305,https://www.829garfield.com/
53932,Misty Hollow,2826 Misty Ln,Bossier City,LA,71111,http://www.landmarkrealty.org/misty-hollow/
16509,Brooklawn Gardens,1617 Solook Dr,Parlin,NJ,8859,http://brooklawngardensapts.com/property/brooklawn/
1765,Annaberg,2905 Arrowhead Dr,Augusta,GA,30909,https://www.augustarentalhomes.net/_system/listings/56/2905-Arrowhead-Drive---D3-Augusta-GA-30909-US
16788,Beach House,1433 Superior Ave,Newport Beach,CA,92663,www.rentthebeachhouseapts.com
261794,The Falls at Crismon Commons I,1760 S Crismon Rd,Mesa,AZ,85209,https://www.mark-taylor.com/apartments/az/mesa/the-falls-at-crismon-commons/
271195,Indy Flats,1304 N Delaware St,Indianapolis,IN,46202,https://www.indyflatsapts.com/
49921,Legacy At Abbington Place,1025 Kensington Dr,Jacksonville,NC,28546,https://www.pedcorliving.com/apartments/legacy-at-abbington-place
243523,The Elaine,1000 Skokie Blvd,Northbrook,IL,60062,https://www.theelaine.com/
13556,Pine Bluffs,6470 Timber Bluff Pt,Colorado Springs,CO,80918,http://www.pinebluffsapartments.com/
300904,Millbrook Horizon,601 Horizon Dr,Edison,NJ,8817,https://www.gardencommunities.com/Properties/NJ/Middlesex/Millbrook-Horizon.aspx
26527,Aquila Park,8150 W 30 1/2 St,St Louis Park,MN,55426,https://finelivingapts.com/
264397,Linden Ranch,4300 Ranchero Dr,Sachse,TX,75048,https://www.hgliving.com/apartments/tx/sachse/linden-ranch/?utm_source=GBP&utm_medium=organic
252396,Fifteen15,1515 S Lamar Blvd,Austin,TX,78704,https://www.fifteen15southlamarapartments.com/
258497,Casa Blanca I,1100 N Sonora St,Coolidge,AZ,85128,https://www.grandviewmanagementaz.com/casa-blanca-coolidge-az/
76138,Covey Chase,601 Lee Cir SW,Cullman,AL,35055,https://morrowapartments.net/wdk-listing/covey-chase-apartments/
49096,Pondview Apartments,2565 Ivy Ave E,Maplewood,MN,55119,https://tvcproperties.com/community-detail/?pid=19
54104,Aspen Hills,300 E James Ct Dr,Meridian,ID,83646,https://www.squareone.properties/property-detail/?pid=20&location=1
292955,3140 Clybourn,3140 N Clybourn Ave,Chicago,IL,60618,https://www.3140clybourn.com/
278316,The Gateway at Maverick Square,2 Maverick Square,Boston,MA,2128,https://www.gatewayatmavericksq.com/
299297,Grove Pointe,7712 Harbor Moor Dr,Palmetto,FL,34221,https://www.invitationhomes.com/communities/tampa/grove-pointe/
27349,Country Village of Sherman,900 S FM 1417,Sherman,TX,75092,https://www.countryvillageapthomes.com/
42582,Trinity Commons at Erwin,2530 Erwin Rd,Durham,NC,27705,https://connorgroup.com/apartments-raleigh-durham-nc/trinity-commons/
50114,Woodgrove Point,3318 Galbraith Rd,Cincinnati,OH,45239,https://rookwoodproperties.com/details/?propID=1&rmwebsvc_id=1&rmwebsvc_command=PropertyDetail.aspx&rmwebsvc_corpid=rookwood&rmwebsvc_location=1&rmwebsvc_mode=javascript&rmwebsvc_AvailabilityDate=8/21/2019&rmwebsvc_template=proplist
277582,Frontera at Pioneer Meadows,6618 Cloud Mountain Drive,Sparks,NV,89436,https://leasefrontera.com/
255333,Big Sky Flats,1400 Montana Ave NE,Washington,DC,20018,https://www.bigskyflatsapts.com/
77725,Red Oak Ranch,5601 Bell St,Amarillo,TX,79109,https://www.redoakranch.net/pricing.html
230358,Evergreen Meadows,208 White Birch Rd,Edison,NJ,8837,http://www.gardencommunities.com/Properties/NJ/Middlesex/Evergreen-Meadows.aspx
67978,Lodge Bellevue,645 Old Hickory Blvd,Nashville,TN,37209,https://thelodgebellevue.com/
49548,4th & Plum Apartments,231 W 4th St,Cincinnati,OH,45202,https://www.fourthplum.com/
13095,Trails at Dominion Park,200 Dominion Park Dr,Houston,TX,77090,https://trailsatdominion.com/
56567,Park Forest Apartments,901 W Aaron Dr,State College,PA,16803,https://www.apartmentsstatecollege.com/park-forest-apartments
