apartmentid,name,address,city,state,zip,website
3902,Pelham Apartments,260 Pelham Rd,Greenville,SC,29615,https://pelhamgreenville.com/home
65677,The Vue at Creve Coeur,1001 Old Olive Wy,Creve Coeur,MO,63141,http://www.cthevue.com/
16377,Westshore,4601 W Gray St,Tampa,FL,33609,www.westshoretampabay.com/
13925,Sterling Glen,1121 Indian Trail Lilburn Rd NW,Norcross,GA,30093,http://www.sterlingglenapthomes.com/
269664,The Pinnacle at Stone Creek Falls,2269 Stone Falls Rd,Republic,MO,65619,https://www.stonecreekfalls.com/apartments/mo/brookline/the-pinnacle#/
16940,Clearwater Creek,4000 E Renner Rd,Richardson,TX,75082,www.clearwatercreekapartments.com
44036,Ascot Place,544 Gadsden Hwy,Birmingham,AL,35235,www.elandisascot.com
274983,6375 Broadway,6375 Broadway,Bronx,NY,10471,https://drsrents.com/6375-broadway-bronx/
60985,Greenwood Village,114 Washington Ct,Hamilton Township,NJ,8629,https://www.corsamanagement.com/properties/greenwood-village-apartments/
37805,The Gentry's Landing,400 N 4th St,St. Louis,MO,63102,http://www.gentryslanding.com/
14198,The Heights by Marston Lake,7929 W Mansfield Pkwy,Lakewood,CO,80235,https://heightsbymarstonlakeapts.com/
256584,The Station at Millrace,77 W 500 S,Provo,UT,84601,https://thestationatmillrace.com/
28951,Sonoma Valley,975 S Royal Palm Rd,Apache Junction,AZ,85119,https://www.sonomavalleyapartments.com/
14943,Estates at Eagle's Pointe,2002 Shaw Ave,Peru,IN,46970,https://eaglepointestates.com/#floor-plans
24360,Wildwood Manor Apartments,260 N Mathilda Ave,Sunnyvale,CA,94086,https://www.wildwoodmanorapts.com/
27986,Center Park,1550 N Casa Grande Ave,Casa Grande,AZ,85122,www.centerparkapartments.com
261342,Elevate at 604 West,604 Colonial Dr,Fort Walton Beach,FL,32547,https://www.pedcorhomes.com/Apartments/Home/460
15049,Verandah at Lakepointe,8300 Farm to Market 1960 Rd E,Humble,TX,77346,https://verandahlake.com/
232972,The Dayton,150 S Broad St,Ridgewood,NJ,7450,https://www.gardencommunities.com/Properties/NJ/Bergen/The-Dayton.aspx#overview
30350,Stargate West Apartments,2651 W Broadway Blvd,Tucson,AZ,85745,www.stargatewest.com/
55317,Woods at Latimer,800 S Clarizz Blvd,Bloomington,IN,47401,https://abodes.com/community/the-woods-at-latimer/
266934,Liberty Grand,6650 Liberty Grand Blvd,Powell,OH,43065,https://www.libertygrandapts.com/
39093,Mark I Apartments,2501 W 7th St,Hattiesburg,MS,39401,http://hattiesburgmarkapartments.com/mark1/
1146,Signal Pointe Apartment Homes,2500 Howell Branch Rd,Winter Park,FL,32792,http://www.signalpointe.com/
19171,Sunbay,7001 Aloma Ave,Winter Park,FL,32792,http://www.sunbayapts-wp.com
37930,Autumn Oaks,1102 Autumn Creek Way,Manchester,MO,63088,www.autumnoaksapt.com
2382,Quincy Ridge,4404 S Hannibal Way,Aurora,CO,80015,https://quincyridgeapts.com/
261781,One University Drive South,348 Northampton Rd,Amherst,MA,1002,https://oneuds.com/
259386,Fairmount,585 Newark Ave,Elizabeth,NJ,7208,https://www.fairmount-towers.com/
231117,Monroe Village Apartments,3930 Monroeville Blvd,Monroeville,PA,15146,https://www.dbcliving.com/apartment/monroe-village-apartments/
280355,Town Center Apartments,4653 S Amherst Hwy,Madison Heights,VA,24572,https://www.mhtowncenter.com/
238708,Stratford Place,4835 E Patrick Rd,Midland,MI,48642,http://www.gldmanagement.com/stratford-place-apartments/
22763,Summerset at International Crossing,5900 Casa Del Rey Cir,Orlando,FL,32809,http://www.jfmanagementgroup.com/summerset/
50379,Millbrook Pointe,811 Deatsville Hwy,Millbrook,AL,36054,http://www.millbrookpointeapartments.com/
31565,Oak Grove,3625 S 1st St,Austin,TX,78704,https://www.spearheadproperties.com/property/oak-i/
300194,The Residences at Fresh Meadows,510 Sanders Farm Rd,Temple,TX,76502,https://freshmeadowstx.com/
258497,Casa Blanca I,1100 N Sonora St,Coolidge,AZ,85128,https://www.grandviewmanagementaz.com/casa-blanca-coolidge-az/
278316,The Gateway at Maverick Square,2 Maverick Square,Boston,MA,2128,https://www.gatewayatmavericksq.com/
299297,Grove Pointe,7712 Harbor Moor Dr,Palmetto,FL,34221,https://www.invitationhomes.com/communities/tampa/grove-pointe/
277582,Frontera at Pioneer Meadows,6618 Cloud Mountain Drive,Sparks,NV,89436,https://leasefrontera.com/
77725,Red Oak Ranch,5601 Bell St,Amarillo,TX,79109,https://www.redoakranch.net/pricing.html
230358,Evergreen Meadows,208 White Birch Rd,Edison,NJ,8837,http://www.gardencommunities.com/Properties/NJ/Middlesex/Evergreen-Meadows.aspx
49548,4th & Plum Apartments,231 W 4th St,Cincinnati,OH,45202,https://www.fourthplum.com/
8923,Chisholm Trail Townhomes,8900 La Palma Dr,Fort Worth,TX,76116,https://npmainc.com/listing/chisholm-trail-townhomes/
218187,Lafayette Townhomes,4812 University Ct,Niagara Falls,NY,14305,https://apartmentsniagara.com/property-detail/?ID=46
34079,The Village Westside,6541 Shady Brook Ln,Dallas,TX,75206,https://villagewestside.prospectportal.com/dallas/the-village-westside/conventional/
73923,The Vineyards Apartments,7720 Vineyards Ln NE,Bremerton,WA,98311,http://www.vineyardsapt.com/
37317,Vestavia Place,2555 Mountain Lodge Cir,Vestavia Hills,AL,35216,https://vestaviaplace.com/
266940,Riverfront Lofts I,207 N Front St,Allentown,PA,18102,https://riverfrontloftsallentown.com/
67546,223 E Town,223 E Town St,Columbus,OH,43215,https://223etown.com/
61495,The Cosmopolitan,401 N Chaparral St,Corpus Christi,TX,78401,http://thecosmopolitanapts.com/
4868,Oakstone,2600 NE Interstate 410 Loop,San Antonio,TX,78217,https://www.sylispm.com/oakstone-apartment-homes/
232870,Sorrento Apartments,2400 Howell Branch Rd,Winter Park,FL,32792,www.SorrentoApartmentsfl.com
23963,Luna Bear Arcos,1637 E Missouri Ave,Phoenix,AZ,85016,http://www.arcosphx.com/
49102,Parkview Apartments,1244 Hazelwood St,Saint Paul,MN,55106,https://pmsi.biz/details/?pid=30
13189,Briar Glen Village,16 Kings Way,Waltham,MA,2451,https://www.onmarkliving.com/briar-glen-village/
292317,Alders Grove,1068 Boones Creek Rd,Jonesborough,TN,37659,https://aldersgroveliving.com/
69511,Eden Roc,1200 Elm St,Austin,TX,78703,https://www.spearheadproperties.com/property/elm/
29597,The Life at Jackson Square,5410 N Braeswood Blvd,Houston,TX,77096,https://www.thelifeatjacksonsquare.com/
50501,Round Barn Manor,1180 Horseshoe Dr,Greencastle,IN,46135,https://www.pedcormanagement.com/Apartments/Home/295
32065,Carlisle Park Apartments,525 3rd St,Carlisle,PA,17013,http://www.rentcarlislepark.com/
74067,The Huntington,913 Lilly Rd NE,Olympia,WA,98506,https://sites.google.com/site/huntingtonapartments
53773,Mallard Cove,2900 State Rd A1A,Jacksonville,FL,32233,http://mallardcove.org/
261458,Eagan Heights,3340 Pilot Knob Rd,Eagan,MN,55121,https://eaganheights.com/
40515,Forge Homestead,20691 Forge Way,Cupertino,CA,95014,https://www.deanzaproperties.com/south-bay-area/forge-homestead-apartments
244274,Cornerstone,2115 E Vinson Ave,Harlingen,TX,78550,http://www.cornerstoneaptsharlingen.com/
43488,Brandywine Manor,785 Cherry Tree Rd,Aston,PA,19014,http://brandywinemanorapts.com/
14522,The Charles at Bexley,2765 Coldstream Ln,Columbus,OH,43209,https://www.thecharlesatbexley.com/
18288,Chestnut Lake,17721 Whitney Rd,Strongsville,OH,44136,https://www.chestnutlakeapartments.com/
243379,Brookwood,410 Victory Garden Dr,Tallahassee,FL,32301,http://bjbtally.com/brookwood-apartments/
38532,Glenbrook at Rocky Hill,100 Robinson Rd,Rocky Hill,CT,6067,www.glenbrook-apts.com
46336,Westbury Square,406 Lang Rd,Portland,TX,78374,https://www.westburyportlandtx.com/
38298,Courtyard,1620 Carol Sue Ave,Terrytown,LA,70056,http://courtyardgretna.com/
18738,Grayton on Dean,420 N Dean Rd,Auburn,AL,36830,https://graytonondean.com/
36855,Olentangy Village,2907 N High St,Columbus,OH,43202,http://www.olentangyvillage.com/
23396,6151 Winthrop Apartments,6151 N Winthrop Ave,Chicago,IL,60660,https://www.6151winthrop.com/
51921,Deer Run,9957 Darrow Park Dr,Twinsburg,OH,44087,https://www.liveatdeerrunapts.com/
1259,Ashton Parc,1040 Shive Ln,Bowling Green,KY,42103,http://www.ashtonparc.com/
254168,X at Sloans,1516 Xavier St,Denver,CO,80204,http://www.xatsloans.com/
14325,The Berkley,1809 W Rundberg Ln,Austin,TX,78758,https://www.theberkleyatx.com/
289291,Vivo Living Miamisburg,155 Prestige Pl,Miamisburg,OH,45342,https://www.vivolivingmiamisburg.com/
74528,Grand Oaks,7215 Grand Ritz Ln,Indianapolis,IN,46237,https://grandoaks-apartments.com/
15776,LaSalle Park,5443 16th Ave,Chillum,MD,20782,https://jalexrentals.com/property-detail/?propID=61&rmwebsvc_id=61&rmwebsvc_command=PropertyDetail.aspx&rmwebsvc_corpid=jalex&rmwebsvc_location=1&rmwebsvc_mode=javaScript&rmwebsvc_AvailabilityDate=11/18/2019&rmwebsvc_template=default
217578,Acadia Court,2995 S Acadia Ct,Bloomington,IN,47401,https://www.acadiacourtapts.com/
239679,3681 Pavillion Pointe,3681 N Decatur Rd,Decatur,GA,30032,http://www.3681pavilionpointe.com/
3041,The Reserve at Bellfort,7987 Bellfort Ave,Houston,TX,77061,www.reserveatbellfort.com
44185,Flats on 12,2101 Harvey Mitchell Pkwy S,College Station,TX,77840,https://www.flatson12.com/?utm_knock=gmb
52934,Davis Creek,5419 Meredith St,Portage,MI,49002,https://daviscreekapartments.com/
296794,Willow Creek,1616 Seminole Dr,Johnson City,TN,37604,https://www.homesteadpropertiestn.com/directory/willow-creek/
269659,Avery Creek,3340 Univeter Rd,Canton,GA,30115,https://communities.ah4r.com/communities/avery-creek
98,Bent Oak Apartments,200 Old Boiling Springs Rd,Greer,SC,29650,https://www.dbcliving.com/apartment/bent-oak-apartments/
21553,Chase on Monroe,2163 Commerce Dr,Monroe,NC,28110,https://www.chaseonmonroeapts.com/
245398,Bellevue Towers,2400 Market St,Harrisburg,PA,17103,https://www.sspropertiesinvestment.com/vacancies/
35901,Promenade Oaks,1160 Northwood Dr,Eagan,MN,55121,https://promenadeoaks-apartments.com/
221113,Coopers Pond,701 Cricklewood Dr,State College,PA,16803,https://www.toftreesapartments.com/coopers-pond/
58319,Fountainview Townhomes,18704 Mesa Terrace,Hagerstown,MD,21742,https://www.shaoolmgt.com/property/fountainview-townhomes/
36268,Stoney Creek,570 Stowell Dr,Rochester,NY,14616,http://www.stoneycreekapthomes.com/
22459,Colonial Court,36695 Woodward Ave,Birmingham,MI,48009,http://www.colonialcourtapts.com
226174,Lakeview Townhomes and Villas,4811 Likins Cir,Wichita Falls,TX,76308,https://npmainc.com/listing/lakeview-townhomes/
284663,Quail Creek,890 Quail Crk Blvd,Cuyahoga Falls,OH,44221,https://www.quailcreekliving.com/
12959,Oak Bend,915 Baker Dr,Tomball,TX,77375,https://www.oakbendapt.com/
48708,Windpoint Apartments,4042 N Main St,Racine,WI,53402,https://karademas.org/properties/windpoint
290028,Orchard at Mountain View,1199 Ashlyn Ct,Lawrenceville,GA,30043,https://communities.amh.com/communities/the-orchard-at-mountain-view
446,Cottages @ Sanford,3291 Sanford Ave,Sanford,FL,32773,https://www.cottagesatsanford.com/
253126,Conklin Townhomes,514 S Conklin St,Spokane,WA,99202,https://conklintowns.com/
69923,Concord Court Apartments,3701 Concord Rd,Aston,PA,19014,http://www.rentconcordcourtapts.com/
22155,Woodway Apartments,8100 Pinebrook Dr,San Antonio,TX,78230,https://www.sylispm.com/woodway-apartments/
49248,Sandpiper,1496 Spring Ln,Holladay,UT,84117,https://www.sandpiperapartmentssaltlakecity.com/
45986,Aaron Lake Apartments,4325 40th St W,Bradenton,FL,34205,https://www.pedcorhomes.com/Apartments/Home/419
217960,Villa Adrian Apartments,2964 Franklin Pike,Nashville,TN,37204,https://villaadrian.schattenproperties.com/overview
37819,Modena at Mallard,7197 Mallard Creek Dr,Horn Lake,MS,38637,https://www.modenaatmallard.com/
52761,The Westmoor,1001 N Byrne Rd,Toledo,OH,43607,www.thewestmoor.com
217564,Altitude,2769 Palmer Ave,Glenwood Springs,CO,81601,https://www.altitudeglenwoodsprings.com/
14956,Mill Creek,1823 Stadium Rd,Wharton,TX,77488,https://www.millcreektx.com/
305576,Westwater Village,2300 Evergreen Park Dr SW,Olympia,WA,98502,https://westwatervillage.com/
269721,Skyview Lofts,2105 3rd Ave E,Kalispell,MT,59901,https://skyview-lofts.com/
297381,Rainier View,5106 Parker Rd E,Sumner,WA,98390,https://rainierviewsumner.com/
267933,78 West,1978 W Carson St,Torrance,CA,90501,https://www.78westca.com/
69203,The Marq,4781 Alicia Dr,Virginia Beach,VA,23462,https://www.livemarqvb.com/
252560,The Boardwalk Luxury,5201 Gasol Ct,Bakersfield,CA,93313,https://www.boardwalklux.com/
119119,Electric City,240 State St,Schenectady,NY,12305,https://www.primeelectriccity.com/
240745,The Allure at Jefferson I,4660 Monroe Way,Fredericksburg,VA,22407,https://www.liveallureva.com/
220345,Vestawood Apartments,1716 Vestawood Ct,Vestavia Hills,AL,35216,https://www.vestawood.com/
97506,Roebling Lofts I,71 Clark St,Trenton,NJ,8611,http://roeblinglofts.com/
217343,Eagle Harbor II,220 Marsh Landing,Carrollton,VA,23314,https://www.liveeagleharbor.com/
67150,Harbor Vista at Crawford Street,800 Crawford St,Portsmouth,VA,23704,https://www.liveharborvista.com/
19715,Trailside,17725 Hall Rd,Bothell,WA,98011,https://www.trailside.graninc.com/
45353,Mall,83 Edbert St,Chicopee,MA,1020,https://www.mall-apartments.com/
238775,Vine Gate,6140 Vine Park Dr,Salt Lake City,UT,84121,www.vinegateaptsut.com
38489,West Gate Town Homes,283 Cooper Pl,New Haven,CT,6515,https://www.westgatetownhomes.com/
994,Magnolia Ridge,266 Goldmine Springs Rd,Gaffney,SC,29340,https://www.liveatmagnoliaridgeapartments.com/
18187,KRC Reserve,4200 Jimmy Carter Blvd,Norcross,GA,30093,http://www.krcreserveapts.com/
41777,Bristle Pointe Apartments,2050 Longley Ln,Reno,NV,89502,https://www.kromerinvestments.com/apartments/bristle-pointe-apartment/
53117,Watersedge Apartments,936 Waterview Way,Champaign,IL,61822,https://www.watersedgeapartments.net/
43299,Windsail,9808 E 73rd St,Tulsa,OK,74133,https://www.caseusa.com/apartments/ok/tulsa/windsail/
60311,The Reserve at Elm,701 W 101st Pl S,Jenks,OK,74037,http://www.reserveatelmapartmentstulsa.com/
300768,Tabor View Lofts,2655 SE 50th Ave,Portland,OR,97206,https://www.livetaborview.com/
240132,Deerfield Place,1 Patriot Cir,Utica,NY,13502,http://www.deerfieldplaceutica.com/
32371,Villas de Fontenelle,430 W Rainbow Cir,Kokomo,IN,46902,http://www.villasdefontenelle.com/
18701,The Marq at 1600,1600 E University Ave.,Las Vegas,NV,89119,https://www.themarqat1600.vegas/
19914,Rustic Oaks Apts.,15963 Le Claire Ave,Oak Forest,IL,60452,https://www.rusticoaksapartments.com/
42261,Casas de Soledad,3901 Sonoma Springs Rd,Las Cruces,NM,88011,http://www.casasdesoledadapt.com/
227941,Spring River I,1600 N Sycamore Ave,Roswell,NM,88201,http://www.springriverapartments.com/
282930,Spring Ridge on Fletcher,794 Fletcher Ln,Hayward,CA,94544,http://www.springridgeonfletcher.com/?utm_knock=g
233260,Republic Palms,1740 E Hamilton St,Republic,MO,65738,https://republicpalms.thewootenco.com/
37538,Amalie Apartment Homes,5646 Amalie Dr,Nashville,TN,37211,https://www.liveamalie.com/
58697,Vargos On The Lake,2411 Fondren Rd,Houston,TX,77063,www.vargosonthelake.com
263992,Rivermont Park,2935 Rivermont Ave,Lynchburg,VA,24503,https://www.rivermontparkapts.com/
23723,Pheasant Run,9 Silver Dr,Nashua,NH,3060,http://www.yourpheasantrun.com/
62199,Cyan on Peachtree,3380 Peachtree Rd NE,Atlanta,GA,30326,http://www.cyanonpeachtree.com/
23372,Stewart Arms,230 N 11th St,Las Vegas,NV,89101,https://www.stewartarms.vegas/
35859,Echelon Chicago,353 N Desplaines St,Chicago,IL,60661,www.echelonchicago.com
38285,Warwick,8001 Jefferson Hwy,Baton Rouge,LA,70809,www.liveatwarwick.com/
19540,Chopaka,145 Newport Way NW,Issaquah,WA,98027,www.chopakaapartments.com
30171,The Henry at Rosenberg,3419 Fountains Dr,Rosenberg,TX,77471,https://www.thehenryatrosenberg.com/
289113,Infinity Hammock Bay West,205 Hammock Trail E,Freeport,FL,32439,https://infinityhammockbay.com/infinity-hammock-bay-west/
26513,Arrive Oak Brook Heights,201 W Oakley Dr NW,Westmont,IL,60559,https://www.arriveoakbrookheights.com/
218956,Coronado Villas,9225 E Tanque Verde Rd,Tucson,AZ,85749,https://coronadovillas.tokolaproperties.com/
74344,Private Reserve Townhomes,2044 Suffolk Ln,Indianapolis,IN,46260,http://www.privatereserveapts.com
8079,Aspen Lakes,1701 Knapp St NE,Grand Rapids,MI,49505,https://www.ampresidential.com/aspen-lakes-grand-rapids-mi/contact?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=website_link
63498,Hanover Montrose,3400 Montrose Blvd,Houston,TX,77006,http://www.hanovermontrose.com/
37910,Maryland Park,2170 McKelvey Rd,Maryland Heights,MO,63043,https://www.livemarylandpark.com/
282258,Mystic Point,180 Exton Rd,Somers Point,NJ,8244,https://www.frginc.com/apartment/mystic-point/
239312,Eland Downe Townhouses,1401 Eland Downe,Phoenixville,PA,19460,https://www.liveeland.com/
225952,Seranado Fountain,100 S Seranado St,Orange,CA,92869,http://www.seranadofountainapartments.com/
223037,River House,891 Ingleside Ave,Columbus,OH,43215,https://riverhousecolumbus.com/
486,Rosewood,8525 N Armenia Ave,Tampa,FL,33604,https://rwoodapts.prospectportal.com/
21597,Arrive West Linn,4001 Robin Pl,West Linn,OR,97068,https://arrivewestlinn.com/
67734,1213 Walnut,1213 Walnut St,Philadelphia,PA,19107,https://www.1213walnut.com/
18082,River Rock,11301 N 53rd St,Temple Terrace,FL,33617,https://riverrockapt.prospectportal.com/
21092,Royale,3593 Buford Hwy NE,Atlanta,GA,30329,https://royale.prospectportal.com/
56687,Cottonwood Westside,691 14th St NW,Atlanta,GA,30318,www.cottonwoodwestside.com
33550,Princeton Bradford Apartment Homes,28 Forest Acres Dr,Haverhill,MA,1835,https://www.princetonbradford.com/
240761,The Pearl,1661 Pearl St,Eugene,OR,97401,https://www.ptlamgmt.com/eugene/the-pearl/conventional/
234186,Middle Branch Apartments and Townhomes,2868 Potee St,Baltimore,MD,21225,http://www.middlebranchmanor.com
7837,Cedar Shores,2151 Oliver Ave,San Diego,CA,92109,http://www.cedarshoresapts.com/
42925,Lakeside,112 S Little Flower Rd,El Paso,TX,79915,https://www.thelakesideapthomes.com/
42064,Elements at 1600,1600 Travion Ct,Fairfield,CA,94533,https://www.elements1600.com/
48344,Copper Commons,272 Shadow Mountain Dr,El Paso,TX,79912,http://www.coppercommons.com/
25392,Chappell Creek Village,3010 Ira Young Dr,Temple,TX,76504,http://www.chappellcreekapts.com/
62475,Skyline Vista,2400 Skyline Dr,Pacifica,CA,94044,https://www.skylinevistapacifica.com/
22337,Park Wood,7300 Parkwood Cir,Dublin,CA,94568,https://www.parkwoodluxury.com/
30775,Tremezzo on the Lake,1007 W 1st St,Tempe,AZ,85281,https://www.tremezzoonthelake.com/
70238,Grace Apartments,1002 SW Gaines st,Portland,OR,97239,http://www.graceapartmentscr.com/
302308,Madison Station,577 Trejo St,Rexburg,ID,83440,https://www.liveatmadisonstation.com/
76849,St Phillip Villas,829 N Hill St,Griffin,GA,30223,https://www.liveatstphillipvillas.com/
25490,Rise Creekside,8299 Small Block Rd,Northlake,TX,76262,https://www.risecreekside.com/
27646,Hilltop Apartments,5345 85th Ave,New Carrollton,MD,20784,https://www.liveatha.com/
253100,Aspire Gulch,805 Division St,Nashville,TN,37203,https://www.aspiregulch.com/
74711,Countryside Village Apartments,2503 Reese Grove Ct,Bartlett,TN,38133,www.reeseroadtn.com
253978,Turtle Creek,4826 Van Buren Boulevard,Riverside,CA,92503,https://www.turtlecreekliving.com/
16454,Casa Del Mar,2431 Farm to Market 1960 Rd W,Houston,TX,77068,www.livecasadelmar.com
72446,Chesapeake Village,227 Carroll Island Rd,Middle River,MD,21220,https://www.rentchesapeakevillage.com/
47878,Port Royal At Spring Hill,1001 Pinehurst Dr,Spring Hill,TN,37174,https://www.portroyaltn.com/
253035,The Court Yard,211 Court St NE,Salem,OR,97301,http://www.thecourtyardsalem.com/
38836,Braewood,76 Lester Ave,Murray,UT,84107,https://www.braewoodutah.com/
262156,Modera Woodbridge,10 Main St,Woodbridge,NJ,7095,https://www.moderawoodbridge.com/
75936,Keystone,1101 Burlew Blvd,Owensboro,KY,42303,https://www.livekeystone.com/
39378,Andante,3310 S Kenton St,Denver,CO,80014,www.andanteapts.biz
77834,Hanover Northgate,2450 Valdez St,Oakland,CA,94612,https://www.hanovernorthgate.com/
234616,Mountain View Apartment Homes,3555 US Hwy 78 E,Anniston,AL,36207,www.liveatmountainview.com
51860,Ravenswood,3674 Kent Rd,Stow,OH,44224,https://www.ravenswoodapartmentsstow.com/
65468,Red Tail Apartments,121 E Victory Rd,Meridian,ID,83642,www.redtailapartments.com
299569,The Summit,16625 N Idaho Center Blvd,Nampa,ID,83687,https://www.libertyassetgroup.com/TheSummitApartments/
38843,Park Court,28 S Water St,Womelsdorf,PA,19567,https://www.rentparkcourtapts.com/
22297,Chestnut Park,901 W Silver Sands Dr,San Antonio,TX,78216,https://www.mychestnutparkapartments.com/
4785,Autumn Creek Apartments,1320 N McQueen Rd,Chandler,AZ,85225,http://www.autumncreekapts.com
244533,Lynn Hill,416-201 Hillview Dr,Linthicum,MD,21090,https://www.marylandmanagement.com/linthicum/lynn-hill-apartments
21293,Beach Villas,11555 Beach Blvd,Jacksonville,FL,32246,www.beachvillasapts.com
23747,Parkview Terrace,4103 54th Pl,San Diego,CA,92105,https://www.parkviewterrace.com
31099,Woodward Place Apartments,3400 SW 44th St,Oklahoma City,OK,73119,https://www.woodwardplace.com/
18271,Bryn Mawr,100 Bryn Mawr Ct,Pittsburgh,PA,15221,http://www.brynmawrapartments.com/
63465,Hanover Southampton,5122 Morningside Dr,Houston,TX,77005,http://www.hanoversouthampton.com/Apartments/module/property_info/property%5Bid%5D/91437/launch_guest_card/1/
37847,Preserve at Research Park,700 Mallards Way,O'Fallon,MO,63368,www.preserveresearchpark.com
229616,93 East,2565 Shallowford Rd,Atlanta,GA,30345,https://93east.prospectportal.com/
22900,Canyon Springs,15914 44th Ave W,Lynnwood,WA,98087,https://www.liveatcanyonsprings.com/
27790,Magnolia Flats,3102 Hillcrest Dr,San Antonio,TX,78201,https://www.magnoliaflatssa.com/
12459,Bridge Lane,10227 N 32nd Ln,Phoenix,AZ,85051,http://www.bridgelaneapartments.com/Home.aspx
19939,Haven at South Mountain,1630 E Baseline Rd,Phoenix,AZ,85042,https://www.havenatsouthmountainapts.com/
51746,Eagle Crossing,3000 Calvin Dr,Hopkinsville,KY,42240,https://www.liveeaglecrossing.com/
18865,Meridian Green,11305 SE Kent-Kangley Rd,Kent,WA,98030,www.meridiangreentownhomes.com
65287,Trio Apartments,124 W Washington St,Milwaukee,WI,53204,https://www.triomke.com/
246614,French Mill I,29 French Mill Run,Cuyahoga Falls,OH,44223,http://www.frenchmill.com
42949,La Cima,10517 Ashwood Dr,El Paso,TX,79935,https://www.lacimaapts.com/
46267,The Ridge,3834 N Oak Grove Dr,Midwest City,OK,73110,https://www.theridgeokc.com/
55012,Gallery Park,1436 SW Park Ave,Portland,OR,97201,www.galleryparkpdx.com
