apartment_id	property_name	website	evidence_lanes
228903	Fitchburg Square Apartments	http://www.fitchburgsquare.com/	v1_success_corrected
229374	Avoca	https://www.avocaapartments.com/	old_replay_certified
229616	93 East	https://93east.prospectportal.com/	entrata_hb_remaining_14
230081	Vitruvian West II	www.vitruvianwest.com	udr_pricing_full_scrape_strict_93
230358	Evergreen Meadows	http://www.gardencommunities.com/Properties/NJ/Middlesex/Evergreen-Meadows.aspx	v1_success_corrected
230770	Lake Haven	http://www.lakehavenluxury.com/	old_replay_certified
231932	Sequoyah Apartments	http://www.sequoyahapts.com/Default.aspx	v1_success_corrected
231934	450 Green Apartments	https://www.lindyproperty.com/properties/450-green-apartments/	securecafe_applicant_v2_hb_exact_7_strict_2026-07-31
232905	Stone Ridge Apartments	https://www.stoneridgeoflawton.com/	old_replay_certified
233260	Republic Palms	https://republicpalms.thewootenco.com/	entrata_hb_focused_25|entrata_hb_grid_sample
234186	Middle Branch Apartments and Townhomes	http://www.middlebranchmanor.com	entrata_hb_identity_variant_3
234616	Mountain View Apartment Homes	www.liveatmountainview.com	old_replay_certified
234940	1010 On the Rhine	http://1010ontherhine.com	old_replay_certified
235753	Park South	http://parksouthapartments.com/	v1_success_corrected
235871	Elmtree Park Apartments	https://www.hgliving.com/apartments/in/indianapolis/elmtree-park/#/	old_replay_certified
236112	La Joya Bay Resort II	https://www.lajoyabyazali.com/floorplans/	v1_success_corrected
236157	Witham Village	https://www.withamvillageapartments.com/	entrata_hb_focused_25
236966	The Dorsey	https://dorseywynwood.com/	v1_success_corrected
237520	81 Arch	https://81arch.com/	old_replay_certified
238712	Bel Air West	https://www.thebelairwest.com/	old_replay_certified|rentcafe_direct_availableunits
239121	Enclave	http://www.theenclaveaustin.com/	v1_success_corrected
239782	The Woods At Blue Heron Pines	https://www.woodsatblueheron.net/	rentcafe_direct_availableunits
240132	Deerfield Place	http://www.deerfieldplaceutica.com/	entrata_hb_high_confidence|entrata_hb_remaining_14
240761	The Pearl	https://www.ptlamgmt.com/eugene/the-pearl/conventional/	entrata_hb_self_grid_3
241655	Encore Skyline	https://encoreskyline.com/	old_replay_certified
241680	Blu on Farrington	https://www.bluonfarrington.com/blu-on-farrington-chapel-hill-nc	v1_success_corrected
243358	The Villas of Castleton	http://www.castletonvillas.com/	entrata_hb_final_strict_grid_3
244705	Devine District	https://devinedistrict.com/	old_replay_certified
245494	Greenview At Chestnut Run	http://www.livegreenview.com	v1_success_corrected
245526	The Bridgewater Apartments	http://thebridgewaterapartments.com	v1_success_corrected
247411	The Tillery	https://prometheusapartments.com/ca/mountain-view-apartments/the-tillery	old_replay_certified
247491	Astoria at Celebration	https://www.liveastoriaatcelebration.com/	v1_success_corrected
249984	The Aspen at Melford Town Center	https://www.aspenmelford.com/?utm_source=GoogleLocalListing&utm_medium=organic&utm_campaign=AspenatMelfordTownCenterGoogleLocalListing	v1_success_corrected
251510	Carriage Walk	https://www.carriagewalk.com/	v1_success_corrected
251602	Apartments at Eleven240	https://www.apartmentsateleven240.com/	v1_success_corrected
251766	Liberty Bay Club	https://libertybayclub.com/	v1_success_corrected
253100	Aspire Gulch	https://www.aspiregulch.com/	old_replay_certified
253158	The Lofts at Ten Mile	https://www.tenmilelofts.com/	v1_success_corrected
253543	Redwood Lafayette	https://www.byredwood.com/apartments/in/lafayette/redwood-lafayette/	v1_success_corrected
253887	Pinnacle Heights	https://www.pinnacleheightsapartments.com/	v1_success_corrected
253978	Turtle Creek	https://www.turtlecreekliving.com/	v1_success_corrected
254313	LUMA at Delray	https://lumadelray.com/	old_replay_certified
254360	Briggs & Union	https://rent.brookfieldproperties.com/mount-laurel-nj-apartments/briggs-and-union	old_replay_certified
255188	Edge	https://www.edge-tbd.com/	rentcafe_applicant_floorplans_v2_direct_4
257194	The Prospector Modern Apartments	https://www.prospectorliving.com/	old_replay_certified
257651	Brownpoint Reserve	https://brownpoint.stevebrownapts.com/?utm_medium=social&utm_source=gmb&utm_campaign=conventional+lease+up	entrata_hb_focused_25|entrata_hb_high_confidence
257819	Sonoma Ranch Apartment Homes	https://www.rentsonomaranch.com/	entrata_hb_remaining_14
257905	Cypress Lofts	https://cypresslofts.com/	v1_success_corrected
261458	Eagan Heights	https://eaganheights.com/	v1_success_corrected
262156	Modera Woodbridge	https://www.moderawoodbridge.com/	old_replay_certified
262539	Modera Montville	https://www.moderamontville.com/	v1_success_corrected
263325	Madison Wakefield	https://livemadisonwakefield.com/	old_replay_certified
263992	Rivermont Park	https://www.rivermontparkapts.com/	v1_success_corrected
264317	The Teller House	https://livethetellerhouse.com/	v1_success_corrected
269130	The Watts	https://www.livethewatts.com/	v1_success_corrected
269966	Inspire Missouri City	https://www.inspiremissouricity.com/	old_replay_certified
270109	Modera Parkside	https://www.moderaparksideatl.com/	old_replay_certified
270148	MAC Residences	https://macresidences.com/	v1_success_corrected
270766	Hue97	https://www.hue97.com/#	v1_success_corrected
272375	Park on Napoli	https://www.parkonnapoli.com/	v1_success_corrected
273398	The Quinn	https://thequinnanna.com/	entrata_hb_focused_25
273944	The Langston	https://www.livethelangston.com/	v1_success_corrected
274173	The Residences At Career Gateway	https://www.residencesatcareergateway.com/	old_replay_certified
274971	Bordeaux	https://www.bordeauxapts.com/	v1_success_corrected
275341	Prospect Lake Wire I	https://www.prospectlakewire.com/	v1_success_corrected
276686	Alexan Ludlam	https://alexanludlamtrace.com/	v1_success_corrected
278316	The Gateway at Maverick Square	https://www.gatewayatmavericksq.com/	custom_gateway_residences
278371	Niche	https://www.nichetampa.com/	v1_success_corrected
278511	Merchants Plaza	https://themerchantsplaza.com/	old_replay_certified
281751	The Franklin Marlboro	https://www.thefranklinmarlboro.com/	rentcafe_direct_availableunits
282930	Spring Ridge on Fletcher	http://www.springridgeonfletcher.com/?utm_knock=g	entrata_hb_identity_variant_3
283560	Prosper Crossing	https://prosefrontier.com/	v1_success_corrected
284553	Silverstone	https://www.silverstoneapartment.com/	v1_success_corrected
284917	Timber Ridge	https://alaska.weidner.com/apartments/ak/eagle-river/timber-ridge-4/index.aspx	v1_success_corrected
285770	The Rise Living Community	https://www.riselivingapts.com/	v1_success_corrected
285973	Birchway Spring Cypress	https://www.birchwayspringcypress.com/	v1_success_corrected
289113	Infinity Hammock Bay West	https://infinityhammockbay.com/infinity-hammock-bay-west/	old_replay_certified
289291	Vivo Living Miamisburg	https://www.vivolivingmiamisburg.com/	marketapts_live_strict_exact_rp_4
292786	Matheson	https://www.mathesonisyourhome.com/	v1_success_corrected
292977	LEO at Cartersville	https://www.leocartersville.com/	v1_success_corrected
296586	Summerwell	https://www.summerwellharmony.com/	v1_success_corrected
298932	Genesee Pointe	https://geneseepointe.com/	old_replay_certified
299297	Grove Pointe	https://www.invitationhomes.com/communities/tampa/grove-pointe/	invitationhomes_direct_community_listing_2026-07-31
299569	The Summit	https://www.libertyassetgroup.com/TheSummitApartments/	old_replay_certified
299729	Whisper Valley at Quartier	https://www.whispervalleyquartier.com/	v1_success_corrected
300194	The Residences at Fresh Meadows	https://freshmeadowstx.com/	v1_success_corrected
300347	Bridlewood	https://www.bridlewoodtownhomes.com/	old_replay_certified
300551	AVIA Liberty Ridge	https://www.avialibertyridge.com/	v1_success_corrected
302308	Madison Station	https://www.liveatmadisonstation.com/	v1_success_corrected
305576	Westwater Village	https://westwatervillage.com/	appfolio_scoped_data_listings_url_full_scrape_strict_85
